Outlet ID,Company Name,Dealership Name,State / UT,District / City,Locality / Town,Street Address,Pincode,Latitude,Longitude,Phone / Mobile,Email Address,Contact Person,Website URL,Google Map URL,Extracted At
418536,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-hp-service-centre-petrol-pump-ranpur-ahmedabad-418536/Home,,2026-09-02 17:37:30
393524,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-hsd-koliyot-suresh-co-adhoc-petrol-pump-makkaraparamba-malappuram-393524/Home,,2026-09-02 17:38:14
483434,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-kanha-energy-centre-petrol-pump-jeruka-rewa-483434/Home,,2026-09-02 17:43:17
398383,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-chitra-agency-petrol-pump-korampallam-thoothukudi-398383/Home,,2026-09-02 17:53:47
388253,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-padmini-vasantrao-kharade-petroleum-petrol-pump-savatgaon-solapur-388253/Home,,2026-09-02 18:09:42
399016,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-padmini-filling-station-petrol-pump-asureswar-cuttack-399016/Home,,2026-09-02 18:41:30
425145,Hindustan Petroleum Corporation Limited,,,,,,,,,,,,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-ss-fuels-petrol-pump-lalitha-nagar-rajahmundry-425145/Home,,2026-09-02 19:07:37
419683,Hindustan Petroleum Corporation Limited,M/s Vishwas Filling Station,Andhra Pradesh,Adoni,Arekal,Survey No 121/1C,518302,15.65682154,77.36186041,+918500460858,15635320@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-vishwas-filling-station-petrol-pump-arekal-adoni-419683/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-vishwas-filling-station-petrol-pump-arekal-adoni-419683/Map,2026-09-02 18:26:41
425737,Hindustan Petroleum Corporation Limited,Sri Vijaya Durga Petroleums,Andhra Pradesh,Adoni,Kachra Basti,"Survey No 60, Siruguppa Cross Road",518302,15.637662,77.248489,+919989354924,15390810@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-vijaya-durga-petroleums-petrol-pump-kachra-basti-adoni-425737/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-vijaya-durga-petroleums-petrol-pump-kachra-basti-adoni-425737/Map,2026-09-02 19:07:00
417996,Hindustan Petroleum Corporation Limited,M/s C Appu Rao Rowjee,Andhra Pradesh,Adoni,Kallubhavi,"No 17/273, Alur Road",518301,15.5978501,77.2655501,+919849441911,12655930@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-c-appu-rao-rowjee-petrol-pump-kallubhavi-adoni-417996/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-c-appu-rao-rowjee-petrol-pump-kallubhavi-adoni-417996/Map,2026-09-02 17:53:12
405592,Hindustan Petroleum Corporation Limited,Sri Lakshmi Channakesava Oils,Andhra Pradesh,Adoni,Mandagiri Rural,"Plot No 81 &amp; 82, Survey No 476 &amp; 477, Aspari Road",518302,15.613633,77.293958,+919440590818,15392210@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-lakshmi-channakesava-oils-petrol-pump-mandagiri-rural-adoni-405592/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-lakshmi-channakesava-oils-petrol-pump-mandagiri-rural-adoni-405592/Map,2026-09-02 19:04:26
406010,Hindustan Petroleum Corporation Limited,Sriram Quality Fuels,Andhra Pradesh,Adoni,Nellipaka,"Survey No 102/5, Yatapaka",533352,17.655833,81.004696,+919652711401,15963430@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sriram-quality-fuels-petrol-pump-nellipaka-adoni-406010/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sriram-quality-fuels-petrol-pump-nellipaka-adoni-406010/Map,2026-09-02 19:07:26
421036,Hindustan Petroleum Corporation Limited,M/s Sana Filling Station,Andhra Pradesh,Adoni,Pedda Thumbalam,"S No 160/C/2, Adoni Madhavaram Road",518302,15.755693,77.256322,+919849240984,15496010@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-sana-filling-station-petrol-pump-pedda-thumbalam-adoni-421036/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-sana-filling-station-petrol-pump-pedda-thumbalam-adoni-421036/Map,2026-09-02 18:14:56
417933,Hindustan Petroleum Corporation Limited,M/s K Venkata Reddy,Andhra Pradesh,Adoni,SKD Colony,"D No 175, Kurnool Road",518301,15.62356826,77.27835487,+916304258139,12656220@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-k-venkata-reddy-petrol-pump-skd-colony-adoni-417933/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-k-venkata-reddy-petrol-pump-skd-colony-adoni-417933/Map,2026-09-02 18:02:12
419160,Hindustan Petroleum Corporation Limited,M/s ADHOC Sree Urukunda Eranna Swam,Andhra Pradesh,Adoni,Vengalapuram,S No 130A1,518301,15.627485,77.260049,+919963322360,15668220@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-adhoc-sree-urukunda-eranna-swam-petrol-pump-vengalapuram-adoni-419160/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-m-s-adhoc-sree-urukunda-eranna-swam-petrol-pump-vengalapuram-adoni-419160/Map,2026-09-02 17:49:02
418663,Hindustan Petroleum Corporation Limited,KNR Filling Station,Andhra Pradesh,Adoni,Yatapaka,Ground Floor,533352,17.681711,80.905012,+919059119477,15964310@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-knr-filling-station-petrol-pump-yatapaka-adoni-418663/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-knr-filling-station-petrol-pump-yatapaka-adoni-418663/Map,2026-09-02 17:45:09
398250,Hindustan Petroleum Corporation Limited,Gayatri Coastal Agency,Andhra Pradesh,Amalapuram,Edarapalle,D No 1/172,533201,16.581351,81.996711,+919948155244,12628020@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-gayatri-coastal-agency-petrol-pump-edarapalle-amalapuram-398250/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-gayatri-coastal-agency-petrol-pump-edarapalle-amalapuram-398250/Map,2026-09-02 17:28:06
410252,Hindustan Petroleum Corporation Limited,Royal Fill N Fly,Andhra Pradesh,Amalapuram,Edarapalli,"RS No 24/7, D No 1/176, AG Road",533201,16.581541,81.995871,+919440522398,15744610@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-royal-fill-n-fly-petrol-pump-edarapalli-amalapuram-410252/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-royal-fill-n-fly-petrol-pump-edarapalli-amalapuram-410252/Map,2026-09-02 18:48:42
418076,Hindustan Petroleum Corporation Limited,Adhoc Srinivasa Agencies,Andhra Pradesh,Anakapalle,Anakapalle Main Road,D No 12/1/32,531001,17.68999789,82.99951711,+919848198999,41069010@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-adhoc-srinivasa-agencies-petrol-pump-anakapalle-main-road-anakapalle-418076/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-adhoc-srinivasa-agencies-petrol-pump-anakapalle-main-road-anakapalle-418076/Map,2026-09-02 17:13:01
411177,Hindustan Petroleum Corporation Limited,Dhanalakshmi Filling Station,Andhra Pradesh,Anakapalle,Anakapalle Pudimadaka Road,"S No 731/2, NH 5",531001,17.675121,83.001111,+919908088825,15955510@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-dhanalakshmi-filling-station-petrol-pump-anakapalle-pudimadaka-road-anakapalle-411177/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-dhanalakshmi-filling-station-petrol-pump-anakapalle-pudimadaka-road-anakapalle-411177/Map,2026-09-02 17:25:01
391004,Hindustan Petroleum Corporation Limited,KSR Enterprises,Andhra Pradesh,Anakapalle,Anakapalle Tumpala Road,S No 800/1,531001,17.69325727,83.00200907,+918142600002,15957940@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-ksr-enterprises-petrol-pump-anakapalle-tumpala-road-anakapalle-391004/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-ksr-enterprises-petrol-pump-anakapalle-tumpala-road-anakapalle-391004/Map,2026-09-02 17:46:03
418578,Hindustan Petroleum Corporation Limited,Coco Nagulapalli Opr P Lavanya,Andhra Pradesh,Anakapalle,Nagulapalli,"Plot No No 221/8, Munagapaka, Pudimadaka Road",531001,17.654182,82.9963139,+918328650774,41067905@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-coco-nagulapalli-opr-p-lavanya-petrol-pump-nagulapalli-anakapalle-418578/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-coco-nagulapalli-opr-p-lavanya-petrol-pump-nagulapalli-anakapalle-418578/Map,2026-09-02 17:23:27
410404,Hindustan Petroleum Corporation Limited,Poorna Balaji Filling Station,Andhra Pradesh,Anakapalle,Satyanarayanapuram,"Ground Floor, Kundram Road",531001,17.68894637,82.9746264,+918985648129,15962070@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-poorna-balaji-filling-station-petrol-pump-satyanarayanapuram-anakapalle-410404/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-poorna-balaji-filling-station-petrol-pump-satyanarayanapuram-anakapalle-410404/Map,2026-09-02 18:43:21
484223,Hindustan Petroleum Corporation Limited,Dcms Anakapalle,Andhra Pradesh,Anakapalle,Thotada,"Ground Floor, Anakapalli Town",531001,17.687262,83.004534,+919885055389,dcmsvskp.89@gmail.com,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-dcms-anakapalle-petrol-pump-thotada-anakapalle-484223/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-dcms-anakapalle-petrol-pump-thotada-anakapalle-484223/Map,2026-09-02 17:24:15
405665,Hindustan Petroleum Corporation Limited,Sri Vaishnavi Filling Station,Andhra Pradesh,Anakapalle,Timmmarajupeta,"S No 221/3C, Anakapalli Atchutapuram Rd",531001,17.61578758,82.9796938,+919010933666,15953810@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-vaishnavi-filling-station-petrol-pump-timmmarajupeta-anakapalle-405665/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-vaishnavi-filling-station-petrol-pump-timmmarajupeta-anakapalle-405665/Map,2026-09-02 19:06:30
569221,Hindustan Petroleum Corporation Limited,A1 Filling Station,Andhra Pradesh,Anakapalle,Woodpeta,"Sy No 377, Nayulla Street",531001,17.694065,83.003209,+917095136918,Kundrapusravan44@Gmail.Com,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-a1-filling-station-petrol-pump-woodpeta-anakapalle-569221/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-a1-filling-station-petrol-pump-woodpeta-anakapalle-569221/Map,2026-09-02 17:09:30
482578,Hindustan Petroleum Corporation Limited,"Mshsd Adhoc Sri Shirdi Sai Fs, Amar",Andhra Pradesh,Anantapur,Amarapuram,"Survey No 618/2A, Madakasira Road",515281,14.122231,76.981108,+919030343973,sathish.r.hpcl@gmail.com,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-mshsd-adhoc-sri-shirdi-sai-fs-amar-petrol-pump-amarapuram-anantapur-482578/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-mshsd-adhoc-sri-shirdi-sai-fs-amar-petrol-pump-amarapuram-anantapur-482578/Map,2026-09-02 18:34:29
392369,Hindustan Petroleum Corporation Limited,Rangamma Fuel Station,Andhra Pradesh,Anantapur,Amidala,"Survey No 352/B1B, Uravakonda",515822,14.852781,77.250861,+919866759272,15496210@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-rangamma-fuel-station-petrol-pump-amidala-anantapur-392369/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-rangamma-fuel-station-petrol-pump-amidala-anantapur-392369/Map,2026-09-02 18:47:27
417311,Hindustan Petroleum Corporation Limited,Tirumala Venkateswara Fuels,Andhra Pradesh,Anantapur,Appecherla,"Survey No 224, SH 51, Gooty Tadipatri Road",515455,15.07324272,77.78663677,+918985799285,15075010@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-tirumala-venkateswara-fuels-petrol-pump-appecherla-anantapur-417311/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-tirumala-venkateswara-fuels-petrol-pump-appecherla-anantapur-417311/Map,2026-09-02 19:10:30
482315,Hindustan Petroleum Corporation Limited,Srinivasa Fuels,Andhra Pradesh,Anantapur,B Kothapalli,"Sy No 584BA1/583B, Talapula, Kadiri Pulivendala Road",515541,14.2782499,78.20309723,+919440287651,41034979@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-srinivasa-fuels-petrol-pump-b-kothapalli-anantapur-482315/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-srinivasa-fuels-petrol-pump-b-kothapalli-anantapur-482315/Map,2026-09-02 19:07:20
410829,Hindustan Petroleum Corporation Limited,Sri Lakshmi Venkata Sai Automobile,Andhra Pradesh,Anantapur,Bangalore Road,Survey No 447/1,515005,14.66493298,77.61281858,+918886667891,15156910@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-lakshmi-venkata-sai-automobile-petrol-pump-bangalore-road-anantapur-410829/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-lakshmi-venkata-sai-automobile-petrol-pump-bangalore-road-anantapur-410829/Map,2026-09-02 19:04:34
421964,Hindustan Petroleum Corporation Limited,Viswasai Filling Station,Andhra Pradesh,Anantapur,Batrepally,"Survey No 232, Talupula, Reddivaripalle",515581,14.25335364,78.19352874,+919014110874,15073010@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-viswasai-filling-station-petrol-pump-batrepally-anantapur-421964/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-viswasai-filling-station-petrol-pump-batrepally-anantapur-421964/Map,2026-09-02 19:14:12
419548,Hindustan Petroleum Corporation Limited,Prakash Filling Station,Andhra Pradesh,Anantapur,Battuvanipalli,"Survey No 291/1B, Kalyandurg",515761,14.506871,77.201487,+919440565232,15635520@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-prakash-filling-station-petrol-pump-battuvanipalli-anantapur-419548/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-prakash-filling-station-petrol-pump-battuvanipalli-anantapur-419548/Map,2026-09-02 18:43:43
419144,Hindustan Petroleum Corporation Limited,Sri Sai Filling Station,Andhra Pradesh,Anantapur,Bedrahalli,"Survey No 544/1B, Kambadur, Kalyandurg Pavagada Road",515761,14.435952,77.170717,+918688163939,15666620@retail.hpcl.co.in,Manager,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-sai-filling-station-petrol-pump-bedrahalli-anantapur-419144/Home,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-sri-sai-filling-station-petrol-pump-bedrahalli-anantapur-419144/Map,2026-09-02 19:05:36
